,playerId,season,name,team,position,situation,games_played,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,penalties,I_F_penalityMinutes,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts,Line_or_Pair
0,8482087,2023,Kaiden Guhle,MTL,D,all,35,20.61142857,46.9,2.34,2.77,4,3,102,10,3,2,14,31,51,12,26,61,5,1,1.39,0.65,0.31,1,1,1,67,3rd line
1,8477508,2023,Curtis Lazar,NJD,C,all,33,12.4989899,33.72,3.31,2.27,5,4,61,13,4,2,8,16,63,10,6,33,9,4,0.99,1.21,1.11,2,0,2,46,3rd pair
2,8480950,2023,Ilya Lyubushkin,ANA,D,all,39,17.21923077,30.62,1.85,1.71,2,2,64,4,0,2,17,37,65,14,18,38,4,1,0.9,0.56,0.4,0,0,0,43,3rd pair
3,8480064,2023,Josh Norris,OTT,C,all,32,18.54114583,80.33,9.23,5.35,1,7,147,20,12,5,8,16,32,11,22,71,28,9,2.21,3.3,3.73,1,6,5,108,3rd pair
4,8476967,2023,Brett Kulak,EDM,D,all,36,14.78703704,38.71,1.71,2.0,0,2,88,4,2,2,8,18,25,7,16,52,1,2,1.17,0.1,0.44,2,0,0,55,2nd line
5,8479318,2023,Auston Matthews,TOR,C,all,36,21.43796296,180.99,24.67,13.8,12,3,311,45,30,18,1,2,38,36,22,146,66,30,5.45,8.12,11.09,14,8,8,242,2nd line
6,8477493,2023,Aleksander Barkov,FLA,C,all,36,19.26712963,118.07,15.35,8.12,17,15,199,43,11,16,7,16,36,29,19,100,42,17,2.81,5.32,7.22,2,4,5,159,2nd line
7,8474641,2023,Adam Henrique,ANA,C,all,38,16.82719298,77.25,11.39,5.59,5,5,137,20,10,7,7,14,23,17,5,65,22,20,1.94,2.7,6.75,1,0,9,107,1st line
8,8479419,2023,Brett Murray,BUF,L,all,2,7.966666667,0.9,0.32,0.07,0,0,1,0,0,0,1,2,4,1,0,0,0,1,0.0,0.0,0.32,0,0,0,1,3rd pair
9,8480025,2023,MacKenzie Entwistle,CHI,R,all,31,11.29892473,32.04,3.0,2.1,1,2,61,5,2,2,7,17,50,18,6,32,10,3,0.9,1.25,0.84,2,0,0,45,2nd line
10,8476925,2023,Colton Sissons,NSH,C,all,40,16.82583333,76.87,11.62,6.61,8,1,130,21,12,11,9,18,61,16,11,54,35,16,1.92,4.6,5.1,0,6,6,105,1st line
11,8479343,2023,Clayton Keller,ARI,R,all,38,19.250438600000003,109.48,12.52,7.55,12,7,196,32,13,9,11,22,10,21,20,113,26,14,3.26,3.06,6.19,4,3,6,153,2nd line
12,8482720,2023,Matthew Knies,TOR,L,all,35,14.49904762,56.71,6.94,4.21,4,2,87,14,8,7,9,21,59,17,13,42,27,7,1.64,3.44,1.85,2,4,2,76,3rd pair
13,8480800,2023,Quinn Hughes,VAN,D,all,40,24.49291667,99.78,5.43,6.21,20,20,266,50,10,12,9,18,14,21,26,133,6,4,3.04,0.68,1.71,7,1,2,143,2nd line
14,8482109,2023,Alexis Lafrenire,NYR,L,all,39,17.16538462,105.28,11.71,7.32,10,5,180,25,10,7,6,12,25,24,13,94,37,13,3.42,4.54,3.75,2,6,2,144,3rd line
15,8475794,2023,Tyler Seguin,DAL,C,all,39,16.83974359,83.42,9.76,6.07,8,8,154,31,15,6,6,12,26,10,14,67,32,12,2.21,4.16,3.38,4,5,6,111,1st line
16,8475168,2023,Matt Duchene,DAL,C,all,38,17.13333333,95.52,12.36,7.06,16,8,176,35,11,10,4,8,15,19,22,80,36,13,3.3,4.5,4.56,4,3,4,129,3rd line
17,8476473,2023,Connor Murphy,CHI,D,all,40,19.86583333,41.13,1.26,2.07,2,4,95,7,1,3,17,40,86,12,24,57,1,1,0.94,0.12,0.2,0,1,0,59,2nd line
18,8476887,2023,Filip Forsberg,NSH,L,all,40,18.64791667,168.59,16.54,11.53,14,10,321,45,21,22,12,24,63,30,45,165,43,19,4.89,5.52,6.14,6,10,5,227,2nd line
19,8473446,2023,Erik Johnson,BUF,D,all,36,14.20185185,34.14,1.27,1.59,0,0,70,3,3,1,3,9,47,2,10,44,2,0,0.99,0.27,0.0,3,0,0,46,2nd line
20,8482712,2023,Oskar Olausson,COL,R,all,1,11.83333333,1.5,0.03,0.07,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0.03,0.0,0.0,0,0,0,2,3rd line
21,8480839,2023,Rasmus Dahlin,BUF,D,all,39,24.94871795,110.71,7.3,7.06,11,9,226,32,12,12,12,24,77,22,28,139,11,7,3.69,1.19,2.43,8,1,3,157,3rd line
22,8477986,2023,Brandon Montour,FLA,D,all,23,23.14202899,59.05,2.84,3.59,3,4,162,8,1,5,4,6,22,6,10,81,1,3,1.66,0.09,1.1,0,1,0,85,2nd pair
23,8482148,2023,Hendrix Lapierre,WSH,C,all,20,9.911666667,21.35,1.53,1.43,0,4,34,6,2,1,0,0,4,5,5,23,7,0,0.67,0.86,0.0,1,1,0,30,2nd line
24,8474034,2023,Pat Maroon,MIN,L,all,39,13.04529915,48.38,5.75,3.5,7,3,89,14,4,5,15,45,44,10,15,42,13,9,1.41,1.57,2.77,1,1,2,64,3rd pair
25,8478498,2023,Jake DeBrusk,BOS,L,all,38,16.87938596,89.99,11.26,6.6,7,4,161,19,8,9,6,12,36,12,9,78,28,16,2.43,3.52,5.31,0,3,5,122,1st line
26,8481593,2023,Jayden Struble,MTL,D,all,21,14.59047619,15.8,0.86,0.85,1,1,40,4,2,1,2,7,35,6,10,21,1,1,0.45,0.1,0.31,1,1,0,23,2nd line
27,8482073,2023,Braden Schneider,NYR,D,all,39,15.26153846,40.97,1.68,2.2,3,4,88,10,3,10,4,8,50,12,16,53,4,0,1.15,0.53,0.0,3,0,0,57,1st pair
28,8475324,2023,Nick Jensen,WSH,D,all,38,19.01447368,38.61,1.09,1.94,3,3,85,6,0,0,2,4,27,10,37,54,1,0,0.97,0.12,0.0,0,0,0,55,1st pair
29,8475754,2023,Brock Nelson,NYI,C,all,39,17.46965812,125.03,15.08,9.32,9,7,216,33,17,12,8,16,18,18,16,106,44,20,3.62,5.18,6.27,7,4,6,170,2nd pair
30,8476372,2023,Nick Seeler,PHI,D,all,40,17.1625,44.02,1.28,2.1,6,1,103,7,0,3,11,31,57,5,12,62,1,0,1.18,0.1,0.0,0,0,0,63,2nd pair
31,8482141,2023,Lukas Cormier,VGK,D,all,1,19.76666667,0.59,0.13,0.06,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0.0,0.13,0.0,0,0,0,1,2nd line
32,8478450,2023,Parker Wotherspoon,BOS,D,all,12,16.5625,8.56,0.25,0.47,0,2,24,2,0,1,4,9,17,5,6,13,0,0,0.25,0.0,0.0,0,0,0,13,3rd line
33,8480891,2023,Michael Kesselring,ARI,D,all,21,14.02539683,27.71,0.95,1.41,2,3,55,9,4,1,6,12,25,3,5,38,1,0,0.85,0.1,0.0,3,1,0,39,2nd pair
34,8480802,2023,Ryan McLeod,EDM,C,all,36,14.59444444,59.52,6.89,3.97,5,3,95,15,7,7,2,4,30,19,24,53,19,7,2.0,2.43,2.46,1,4,2,79,3rd pair
35,8483512,2023,Matt Savoie,BUF,C,all,1,3.916666667,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2nd line
36,8477503,2023,Max Domi,TOR,C,all,37,12.76036036,56.78,5.27,3.63,10,9,105,22,3,7,15,36,22,12,17,59,13,6,1.46,1.67,2.14,0,1,2,78,3rd pair
37,8478474,2023,Lawson Crouse,ARI,L,all,37,17.09189189,87.15,12.34,6.27,6,2,158,24,16,10,7,17,65,12,16,68,35,15,2.55,4.27,5.52,4,8,4,118,3rd line
38,8481716,2023,Dmitri Voronkov,CBJ,L,all,35,13.24428571,51.53,7.15,4.24,7,6,85,20,7,7,12,27,32,3,5,40,22,9,1.44,2.68,3.03,1,3,3,71,3rd pair
39,8478873,2023,Troy Terry,ANA,R,all,36,18.09259259,93.22,9.73,6.15,10,4,168,23,9,3,6,14,5,24,27,90,25,11,3.16,3.07,3.49,3,4,2,126,2nd line
40,8477845,2023,Trevor van Riemsdyk,WSH,D,all,33,18.39242424,33.62,1.27,1.54,2,4,81,6,0,4,4,8,2,9,12,44,1,1,0.83,0.13,0.31,0,0,0,46,3rd line
41,8482475,2023,Yegor Chinakhov,CBJ,R,all,30,15.12833333,69.24,5.09,4.16,4,3,135,17,10,2,3,6,25,18,6,79,12,3,2.63,1.57,0.88,5,3,2,94,3rd line
42,8471724,2023,Kris Letang,PIT,D,all,39,24.59957265,84.17,3.4,3.99,12,11,200,26,3,10,16,30,53,17,30,110,4,2,2.2,0.44,0.76,2,1,0,116,2nd line
43,8480459,2023,Pius Suter,VAN,C,all,26,15.47115385,39.16,5.94,2.85,2,2,73,12,8,6,2,4,14,10,2,35,12,8,1.25,1.46,3.23,4,1,3,55,1st line
44,8483489,2023,Fraser Minten,TOR,C,all,4,11.43333333,4.94,0.68,0.4,0,0,11,0,0,1,1,2,3,0,2,4,1,2,0.07,0.14,0.48,0,0,0,7,3rd line
45,8481601,2023,Simon Holmstrom,NYI,R,all,38,13.21491228,43.34,4.9,2.99,5,0,73,16,11,1,5,10,6,24,14,34,18,5,1.19,2.5,1.21,4,5,2,57,1st line
46,8477939,2023,William Nylander,TOR,R,all,37,20.26216216,158.87,16.06,11.55,20,13,284,54,21,16,4,8,16,37,22,164,36,18,5.14,4.01,6.91,10,6,5,218,2nd line
47,8481006,2023,Tyler Tucker,STL,D,all,15,12.52,8.48,0.26,0.44,1,0,23,2,1,1,8,22,27,6,4,11,1,0,0.18,0.09,0.0,0,1,0,12,3rd pair
48,8470966,2023,Mark Giordano,TOR,D,all,25,17.58666667,29.24,0.77,1.7,1,4,86,6,1,1,8,17,27,8,12,43,1,0,0.65,0.11,0.0,0,1,0,44,1st pair
49,8479407,2023,Jesper Bratt,NJD,L,all,38,19.13684211,116.08,14.4,8.14,17,13,207,44,14,12,4,8,26,23,19,95,45,14,2.95,5.75,5.69,4,5,5,154,3rd pair
50,8477956,2023,David Pastrnak,BOS,R,all,39,19.81324786,192.18,18.57,13.67,19,13,363,56,24,18,11,25,28,27,38,201,46,17,6.23,5.63,6.7,8,6,10,264,3rd pair
51,8482241,2023,Radim Zohorna,PIT,L,all,29,10.33563218,38.88,4.68,3.05,2,1,65,7,4,5,7,16,33,13,6,28,17,5,1.04,2.34,1.29,1,2,1,50,2nd line
52,8477402,2023,Pavel Buchnevich,STL,L,all,36,19.75416667,110.3,13.02,7.83,11,6,183,29,12,7,13,26,19,25,26,103,30,17,3.06,3.69,6.28,3,3,6,150,3rd pair
53,8478146,2023,Matthew Highmore,OTT,C,all,6,7.977777777999999,3.32,0.45,0.22,0,1,4,1,0,1,0,0,2,0,2,2,1,1,0.04,0.13,0.28,0,0,0,4,3rd line
54,8476389,2023,Vincent Trocheck,NYR,C,all,39,20.89700855,116.99,14.5,9.12,22,6,201,40,12,17,16,35,57,23,21,110,38,16,3.99,4.7,5.8,4,3,5,164,2nd line
55,8478882,2023,Vladislav Gavrikov,LAK,D,all,31,20.02258065,38.16,2.05,2.0,3,4,81,10,3,4,4,8,13,7,20,48,4,2,1.02,0.48,0.55,1,1,1,54,2nd pair
56,8479992,2023,Michael Rasmussen,DET,C,all,40,15.2575,63.43,9.59,4.49,6,2,95,17,9,9,11,25,41,7,5,48,21,13,1.65,2.66,5.28,4,3,2,82,2nd line
57,8477933,2023,Sam Reinhart,FLA,C,all,39,20.30128205,116.48,21.23,8.7,13,9,198,50,28,18,7,17,20,17,11,97,29,30,3.12,3.6,14.51,2,11,15,156,3rd pair
58,8482097,2023,Jack Quinn,BUF,R,all,8,15.8,20.29,2.4,1.49,0,1,31,5,4,0,3,6,7,5,4,17,8,3,0.56,1.14,0.69,2,2,0,28,1st line
59,8478211,2023,Dryden Hunt,CGY,L,all,4,12.74583333,8.82,1.06,0.65,0,0,14,0,0,2,0,0,4,0,2,8,0,4,0.15,0.0,0.91,0,0,0,12,2nd pair
60,8478975,2023,Mason Marchment,DAL,L,all,39,14.69700855,86.39,10.21,5.97,11,6,144,30,13,9,13,32,29,27,25,79,26,13,2.63,3.36,4.22,5,4,4,118,1st line
61,8475158,2023,Ryan O'Reilly,NSH,C,all,40,19.90708333,92.57,16.18,8.07,7,13,143,35,15,14,4,8,14,36,14,56,47,20,1.74,5.93,8.52,1,4,10,123,2nd line
62,8481535,2023,Nils Hoglander,VAN,L,all,38,11.21710526,52.44,7.96,3.86,2,3,81,17,12,4,9,21,32,20,12,37,18,15,1.1,2.05,4.81,4,5,3,70,1st pair
63,8479542,2023,Brandon Hagel,TBL,L,all,41,18.88943089,101.06,16.51,7.55,14,7,172,32,11,12,13,29,18,16,27,75,35,24,3.3,4.69,8.52,3,4,4,134,2nd line
64,8480084,2023,Nick DeSimone,CGY,D,all,18,12.00277778,15.0,0.37,0.68,1,3,39,5,1,3,1,2,9,2,8,21,0,0,0.37,0.0,0.0,1,0,0,21,2nd pair
65,8481032,2023,Paul Cotter,VGK,C,all,40,12.32708333,58.51,6.89,4.21,8,2,103,15,5,7,9,21,118,17,8,54,19,7,2.14,2.22,2.53,4,0,1,80,2nd line
66,8476858,2023,Phillip Di Giuseppe,VAN,L,all,32,13.06614583,42.27,4.59,2.82,3,2,68,8,3,1,6,17,45,3,2,40,8,8,0.94,1.06,2.59,0,2,1,56,1st pair
67,8477479,2023,Tyler Bertuzzi,TOR,L,all,37,15.95630631,82.08,10.84,5.62,8,4,148,18,6,5,10,20,35,20,21,65,26,18,1.89,3.19,5.77,0,4,2,109,3rd line
68,8475750,2023,Jon Merrill,MIN,D,all,29,13.24310345,17.91,0.78,0.97,2,1,39,4,1,2,10,20,13,4,9,24,2,0,0.54,0.23,0.0,1,0,0,26,3rd line
69,8481564,2023,Ryan Johnson,BUF,D,all,22,14.00909091,22.11,0.68,1.1,1,1,45,2,0,0,2,4,3,9,5,29,2,0,0.44,0.23,0.0,0,0,0,31,3rd pair
70,8480807,2023,Mattias Samuelsson,BUF,D,all,36,20.70138889,38.88,1.14,2.0,2,4,82,7,1,1,12,24,78,7,23,53,2,0,0.91,0.23,0.0,0,1,0,55,1st line
71,8483515,2023,Juraj Slafkovsky,MTL,L,all,39,16.47649573,67.88,9.12,5.44,5,5,139,14,4,8,11,25,59,13,15,59,27,9,2.38,3.26,3.48,0,1,3,95,2nd line
72,8481028,2023,Martin Pospisil,CGY,C,all,28,11.9,51.51,5.8,3.7,1,4,85,9,4,2,8,16,71,12,6,43,19,7,1.47,2.19,2.15,1,1,2,69,1st pair
73,8480023,2023,Robert Thomas,STL,C,all,38,20.83421053,85.32,12.12,6.52,15,10,146,41,16,8,7,14,8,32,23,69,29,15,2.49,3.79,5.85,6,5,5,113,1st pair
74,8475314,2023,Anders Lee,NYI,L,all,39,15.34316239,106.12,18.27,8.73,2,4,165,17,11,14,9,21,58,16,8,62,46,31,2.4,6.15,9.72,2,4,5,139,3rd line
75,8482089,2023,Jake Neighbours,STL,L,all,38,14.64035088,67.98,9.08,5.43,2,0,116,14,12,5,0,0,60,18,2,55,26,12,2.01,3.18,3.9,2,7,3,93,3rd pair
76,8482470,2023,Ilya Solovyov,CGY,D,all,6,14.975,7.23,0.25,0.35,1,1,19,2,0,1,2,4,6,0,2,9,1,0,0.1,0.15,0.0,0,0,0,10,1st line
77,8481043,2023,Cole Koepke,TBL,L,all,8,6.791666667,8.35,1.3,0.67,1,1,13,2,0,1,0,0,16,2,0,7,2,2,0.28,0.31,0.7,0,0,0,11,1st line
78,8479543,2023,Michael Pezzetta,MTL,L,all,28,7.872619048,28.31,2.52,1.63,4,2,57,7,1,4,8,28,103,1,9,31,7,2,0.75,0.94,0.84,0,0,1,40,3rd line
79,8480246,2023,Nick Perbix,TBL,D,all,39,16.55598291,24.65,0.65,1.21,3,6,59,9,0,2,4,8,24,19,13,36,0,0,0.65,0.0,0.0,0,0,0,36,3rd line
80,8477919,2023,Frederick Gaudreau,MIN,C,all,29,14.57816092,50.99,3.23,3.06,2,4,87,9,3,2,3,6,8,8,13,60,9,1,1.81,1.08,0.34,1,2,0,70,1st line
81,8480468,2023,James Hamblin,EDM,L,all,26,8.219871795,16.9,2.34,1.32,1,0,33,3,2,1,0,0,9,6,5,11,8,3,0.41,1.06,0.87,0,2,0,22,1st line
82,8482671,2023,Owen Power,BUF,D,all,40,22.31708333,57.76,3.63,3.88,9,5,113,16,2,9,3,6,17,11,23,70,9,2,1.96,1.12,0.56,1,1,0,81,3rd line
83,8482679,2023,Matt Coronato,CGY,R,all,11,13.85757576,31.02,3.26,2.16,1,0,48,2,1,3,2,4,1,2,3,32,5,5,0.88,0.57,1.81,0,0,1,42,1st pair
84,8479998,2023,Mikey Anderson,LAK,D,all,36,21.32453704,49.62,2.13,2.55,6,5,113,12,1,4,6,12,54,8,12,65,4,1,1.28,0.62,0.23,0,1,0,70,3rd line
85,8479359,2023,Beck Malenstyn,WSH,L,all,38,14.11315789,46.62,4.78,3.06,4,2,83,10,4,3,6,12,92,14,10,42,16,6,1.11,2.12,1.55,2,0,2,64,1st line
86,8479661,2023,Tanner Jeannot,TBL,L,all,41,12.59634146,58.27,8.59,4.92,2,4,95,12,6,12,17,51,132,5,14,36,31,9,1.22,4.28,3.09,1,4,1,76,2nd pair
87,8478512,2023,Austin Czarnik,DET,C,all,18,8.731481481,13.27,1.17,0.76,1,0,21,1,0,0,3,6,1,3,0,13,4,1,0.41,0.46,0.3,0,0,0,18,2nd pair
88,8477451,2023,Ryan Hartman,MIN,R,all,34,15.91323529,87.87,11.09,6.17,5,3,157,19,11,6,14,28,27,19,23,80,27,12,2.63,3.66,4.8,0,5,6,119,3rd line
89,8476826,2023,Yanni Gourde,SEA,C,all,39,17.90384615,86.4,9.07,6.01,6,3,149,15,6,11,15,33,55,32,12,82,24,11,2.78,2.91,3.38,3,0,3,117,2nd line
90,8477384,2023,Josh Brown,ARI,D,all,20,14.245,14.08,0.62,0.66,2,0,28,3,1,2,9,24,31,1,2,18,1,1,0.29,0.09,0.24,0,0,1,20,2nd pair
91,8475797,2023,Jarred Tinordi,CHI,D,all,21,15.48968254,13.98,0.34,0.59,3,3,30,6,0,1,10,26,59,1,7,20,0,0,0.34,0.0,0.0,0,0,0,20,3rd line
92,8478043,2023,Sam Lafferty,VAN,C,all,40,12.83541667,43.64,5.85,3.24,3,6,74,18,9,6,7,14,57,9,14,32,18,9,1.09,2.22,2.55,2,3,4,59,3rd pair
93,8478508,2023,Yakov Trenin,NSH,C,all,38,15.32236842,70.01,8.37,4.73,2,0,122,9,7,4,4,11,85,17,24,62,19,12,1.84,2.31,4.22,1,3,3,93,2nd line
94,8478542,2023,Evan Rodrigues,FLA,C,all,39,16.17692308,90.45,9.37,6.53,9,10,169,26,7,19,7,14,34,13,12,84,22,14,1.97,2.79,4.61,3,2,2,120,1st pair
95,8479367,2023,William Lockwood,FLA,R,all,17,8.574509804,13.48,1.08,0.74,0,0,25,0,0,1,1,5,31,5,3,16,1,2,0.34,0.09,0.65,0,0,0,19,1st line
96,8473449,2023,Kyle Okposo,BUF,R,all,38,13.97807018,63.3,7.65,4.3,4,2,111,14,8,5,8,16,29,12,7,54,22,8,1.82,3.0,2.83,4,2,2,84,1st line
97,8477969,2023,Marcus Pettersson,PIT,D,all,39,22.51666667,59.12,2.37,3.08,4,10,127,14,0,5,7,20,44,12,18,77,6,0,1.61,0.76,0.0,0,0,0,83,1st line
98,8482765,2023,Isak Rosen,BUF,R,all,7,8.585714286,5.97,0.91,0.45,0,0,11,0,0,0,0,0,0,2,0,4,3,1,0.07,0.39,0.46,0,0,0,8,2nd pair
99,8480887,2023,Jordan Harris,MTL,D,all,22,18.0280303,21.62,0.75,1.15,2,2,43,5,1,3,4,8,6,3,12,30,1,0,0.66,0.09,0.0,1,0,0,31,3rd pair
100,8474166,2023,Alec Martinez,VGK,D,all,23,18.71014493,35.3,1.55,1.96,0,1,78,5,4,1,1,2,14,9,14,48,2,1,1.11,0.2,0.23,4,0,0,51,1st pair
101,8475170,2023,Brayden Schenn,STL,C,all,38,17.27894737,83.29,11.18,5.87,5,3,143,16,8,3,9,24,72,28,23,77,22,14,2.72,2.68,5.78,3,3,2,113,3rd line
102,8477501,2023,Valeri Nichushkin,COL,R,all,39,21.79529915,131.93,21.1,10.65,14,6,206,40,20,10,9,18,45,17,18,96,48,32,3.23,6.09,11.79,2,7,11,176,3rd pair
103,8474709,2023,Matt Martin,NYI,L,all,18,9.237037037,14.55,2.1,1.18,0,1,23,3,2,2,3,12,40,6,5,9,8,3,0.33,0.9,0.87,0,0,2,20,2nd line
104,8480028,2023,Morgan Frost,PHI,C,all,29,15.21724138,49.88,5.03,4.05,5,2,97,13,6,4,5,10,17,8,8,48,16,6,1.25,2.01,1.77,2,2,2,70,3rd line
105,8477435,2023,Ryan Graves,PIT,D,all,39,19.54444444,46.81,1.9,2.61,1,4,116,7,2,3,10,20,31,12,23,64,4,0,1.38,0.51,0.0,1,1,0,68,2nd pair
106,8478416,2023,Erik Cernak,TBL,D,all,37,19.34234234,29.3,1.26,1.59,2,3,73,5,0,2,10,23,84,5,18,41,1,1,0.75,0.11,0.41,0,0,0,43,3rd pair
107,8477407,2023,Anthony Duclair,SJS,L,all,36,15.98518519,64.49,8.16,5.12,3,3,115,13,7,11,7,14,16,15,11,51,26,8,1.86,3.45,2.86,3,4,0,85,2nd line
108,8480835,2023,Jack Drury,CAR,C,all,40,11.14916667,55.1,4.77,3.41,6,5,106,17,6,1,4,14,15,12,6,54,16,5,1.48,1.89,1.4,0,3,3,75,2nd line
109,8478396,2023,Noah Hanifin,CGY,D,all,40,23.31708333,82.41,3.97,5.32,9,4,193,19,6,8,9,18,24,25,37,112,3,4,2.41,0.29,1.27,3,1,2,119,1st line
110,8481751,2023,Lukas Rousek,BUF,R,all,5,11.22666667,2.1,0.19,0.13,0,0,4,0,0,0,0,0,1,1,0,2,1,0,0.07,0.12,0.0,0,0,0,3,1st line
111,8476448,2023,William Karlsson,VGK,C,all,38,17.63508772,98.46,11.81,7.59,11,6,159,32,15,12,4,8,9,21,22,82,32,16,2.46,4.01,5.33,6,4,5,130,3rd line
112,8480798,2023,Philipp Kurashev,CHI,C,all,33,18.91313131,59.61,8.27,3.9,10,5,120,23,8,9,6,12,7,16,17,56,14,10,1.88,1.82,4.57,2,1,5,80,3rd pair
113,8478507,2023,John Marino,NJD,D,all,38,20.88947368,28.88,2.04,1.81,6,5,73,12,1,2,6,12,14,22,11,34,3,3,0.75,0.46,0.82,0,1,0,40,1st line
114,8480222,2023,Sebastian Aho,NYI,D,all,30,15.95,34.91,1.03,1.94,0,4,74,5,1,5,3,6,15,3,6,49,1,0,0.92,0.12,0.0,1,0,0,50,1st line
115,8477931,2023,Tomas Nosek,NJD,L,all,6,9.361111111,3.71,0.11,0.17,0,0,8,0,0,0,0,0,4,4,2,5,0,0,0.11,0.0,0.0,0,0,0,5,3rd line
116,8480226,2023,Marin Studenic,SEA,R,all,2,8.108333333,1.77,0.13,0.17,0,0,2,0,0,0,1,2,4,0,0,1,1,0,0.04,0.09,0.0,0,0,0,2,1st pair
117,8481577,2023,Philip Tomasino,NSH,C,all,32,12.6890625,49.85,5.51,3.84,7,4,91,15,4,9,6,15,6,10,23,42,21,6,1.49,2.58,1.44,2,1,1,69,3rd pair
118,8482496,2023,Nils Aman,VAN,C,all,17,10.67254902,10.79,2.0,0.81,2,1,17,5,2,3,3,6,5,2,0,6,5,3,0.27,0.82,0.92,0,1,1,14,1st line
119,8479671,2023,Mathieu Olivier,CBJ,R,all,21,9.861111111,20.79,2.35,1.68,1,3,33,5,1,2,8,19,48,3,1,13,16,0,0.34,2.01,0.0,0,1,0,29,1st line
120,8482102,2023,Vasily Ponomarev,CAR,C,all,2,9.675,0.75,0.05,0.04,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0.05,0.0,0.0,1,0,0,1,1st line
121,8482197,2023,Adam Raska,MIN,R,all,2,7.15,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3rd pair
122,8479365,2023,Trent Frederic,BOS,C,all,39,13.46153846,55.7,7.39,4.13,4,5,104,21,12,10,10,29,70,3,10,43,23,9,1.43,3.04,2.92,6,2,4,75,2nd pair
123,8474157,2023,Max Pacioretty,WSH,L,all,3,13.06666667,6.4,0.23,0.37,0,1,11,1,0,1,1,2,5,2,3,9,0,0,0.23,0.0,0.0,0,0,0,9,3rd pair
124,8482245,2023,Artem Zub,OTT,D,all,28,20.81130952,36.04,2.19,1.59,4,4,79,11,3,6,7,14,46,6,14,49,0,3,0.87,0.0,1.32,2,0,1,52,1st pair
125,8482093,2023,Seth Jarvis,CAR,C,all,40,18.97666667,98.55,17.53,7.72,6,8,162,28,14,11,4,8,60,26,15,68,39,25,2.42,4.35,10.76,3,3,8,132,2nd line
126,8480078,2023,Filip Chytil,NYR,C,all,10,15.93,23.05,1.34,1.54,4,2,40,6,0,2,2,4,4,3,2,29,4,0,0.83,0.5,0.0,0,0,0,33,3rd line
127,8480070,2023,Ian Mitchell,BOS,D,all,13,15.30769231,8.82,0.52,0.48,0,2,21,2,0,1,5,10,3,0,1,11,1,1,0.17,0.12,0.24,0,0,0,13,3rd line
128,8482250,2023,Callahan Burke,CAR,C,all,1,7.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1st pair
129,8484314,2023,Jiri Smejkal,OTT,L,all,9,9.485185185,8.15,1.36,0.61,1,0,16,1,0,1,0,0,11,3,3,7,1,3,0.22,0.16,0.98,0,0,0,11,2nd line
130,8478397,2023,Rasmus Andersson,CGY,D,all,36,24.38101852,89.69,4.38,5.59,6,10,189,22,6,6,9,21,16,12,20,116,9,3,2.34,1.1,0.94,2,2,2,128,3rd pair
131,8476453,2023,Nikita Kucherov,TBL,R,all,40,21.76916667,190.25,16.59,12.71,23,16,352,67,28,13,6,12,17,33,56,199,47,12,6.09,5.97,4.53,11,10,7,258,1st pair
132,8475287,2023,Erik Haula,NJD,L,all,33,15.86818182,63.1,8.66,4.5,9,2,110,20,9,9,12,24,34,11,12,50,20,14,1.47,2.49,4.7,3,4,2,84,3rd line
133,8476867,2023,Brendan Gaunce,CBJ,C,all,7,10.94285714,12.41,1.18,0.96,1,1,19,3,1,2,1,2,13,1,1,14,3,1,0.56,0.36,0.26,0,1,0,18,3rd pair
134,8476442,2023,Matt Nieto,PIT,L,all,22,11.61136364,17.73,2.0,1.19,3,0,27,4,1,1,2,4,12,4,4,14,6,3,0.38,0.77,0.85,0,0,1,23,1st pair
135,8481598,2023,Philip Broberg,EDM,D,all,10,10.52666667,4.33,0.15,0.23,0,0,10,0,0,0,0,0,3,2,2,6,0,0,0.15,0.0,0.0,0,0,0,6,1st pair
136,8476624,2023,Barclay Goodrow,NYR,C,all,37,12.57387387,31.8,5.57,2.08,1,2,58,4,1,2,10,24,54,14,7,24,8,10,0.77,1.02,3.79,0,0,1,42,2nd line
137,8480039,2023,Martin Necas,CAR,C,all,38,17.49298246,98.57,10.45,6.29,9,8,197,26,9,10,12,24,31,14,13,98,22,14,3.03,2.46,4.97,2,2,5,134,3rd line
