,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_shotAttempts,I_F_points,I_F_rebounds,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts
0,9.32,49.47,6.7,3.8,79,15,5,15,16,33,29,7,1.16,3.58,1.96,0,4,1,69
1,15.01,37.1,1.36,1.83,78,14,0,27,20,50,2,0,1.09,0.28,0.0,1,1,0,52
2,13.04,69.79,2.44,3.85,140,5,4,9,18,97,5,0,1.98,0.46,0.0,2,0,0,102
3,14.02,32.17,1.21,1.81,79,8,5,8,12,46,1,0,1.13,0.08,0.0,1,1,0,47
4,16.0,39.69,6.81,2.85,65,16,5,6,12,29,14,10,1.07,1.73,4.02,1,2,4,53
5,15.8,190.88,28.04,15.44,298,49,31,49,38,136,78,39,4.93,9.81,13.3,4,8,11,253
6,16.3,123.75,14.72,8.92,218,36,12,28,9,110,45,15,3.34,5.58,5.8,3,7,4,170
7,17.71,83.65,12.79,6.73,138,31,7,37,42,70,23,20,2.0,2.73,8.07,2,4,9,113
8,17.25,87.62,3.63,4.89,182,8,9,16,17,120,6,0,2.79,0.84,0.0,0,0,0,126
9,16.02,66.72,7.51,4.58,109,16,5,12,11,58,29,6,1.76,3.51,2.23,0,2,3,93
10,18.18,131.88,18.69,10.01,224,38,12,26,34,102,52,23,3.1,6.51,9.07,5,7,10,177
11,16.34,151.16,18.09,11.49,277,46,18,37,26,131,60,15,4.87,7.35,5.88,10,4,5,206
12,15.99,47.28,2.64,2.72,94,8,2,14,7,56,8,2,1.03,1.12,0.49,1,1,1,66
13,14.31,104.58,17.13,8.21,168,23,12,33,13,69,54,21,2.93,6.77,7.42,1,4,9,144
14,10.76,91.25,9.96,6.47,163,22,10,24,16,82,32,11,2.43,3.96,3.57,0,2,6,125
15,16.49,133.71,14.7,9.99,233,46,14,31,31,120,44,12,4.11,5.68,4.91,6,8,5,176
16,12.98,122.54,13.55,8.31,202,18,12,22,8,104,51,12,3.31,6.18,4.06,2,4,4,167
17,14.52,123.75,12.47,8.88,221,40,9,26,40,111,43,13,3.86,5.0,3.61,7,6,3,167
18,14.91,67.78,7.56,4.78,125,29,9,31,19,57,22,11,1.71,2.74,3.11,1,0,1,90
19,14.91,182.02,23.51,12.33,315,45,17,12,19,157,57,30,5.5,6.94,11.08,7,5,8,244
20,10.76,85.35,9.71,6.12,139,10,11,19,10,70,32,13,2.39,4.2,3.13,3,2,4,115
21,10.05,63.41,5.18,4.12,111,13,1,10,18,72,10,7,1.99,1.24,1.96,2,3,3,89
22,19.22,81.15,4.32,5.01,197,14,5,29,30,102,10,5,1.9,1.12,1.3,1,1,1,117
23,14.33,56.82,8.55,4.37,92,25,3,26,17,39,24,12,1.77,3.26,3.52,1,3,2,75
24,14.77,60.63,1.55,3.16,154,11,6,6,27,88,2,0,1.36,0.19,0.0,1,1,0,90
25,16.53,99.02,13.95,9.03,168,34,13,35,34,65,53,16,2.46,6.68,4.8,5,5,5,134
26,14.67,137.97,15.34,9.42,241,28,23,28,22,127,46,17,3.89,5.32,6.13,2,4,5,190
27,20.62,119.04,6.1,8.29,272,33,7,22,46,153,13,5,3.36,1.41,1.33,9,0,1,171
28,24.09,155.27,8.49,10.19,304,49,21,29,51,200,20,3,4.59,2.64,1.25,6,2,3,223
29,19.02,84.83,4.99,5.04,173,20,5,24,43,112,4,5,2.23,0.52,2.24,1,1,1,121
30,18.47,110.53,5.1,6.47,245,19,16,21,50,146,9,2,3.63,1.02,0.45,4,3,0,157
31,14.79,138.82,13.15,9.14,268,23,17,40,36,134,44,13,4.2,5.37,3.58,2,4,4,191
32,12.52,15.25,1.64,1.09,28,1,1,5,2,14,6,1,0.61,0.73,0.3,0,0,0,21
33,17.89,46.81,2.93,3.02,99,9,9,14,12,58,7,2,1.6,0.91,0.42,1,0,1,67
34,14.83,89.5,5.03,5.06,185,13,9,13,32,114,11,3,2.85,1.22,0.96,3,0,0,128
35,15.76,91.34,15.96,8.13,154,28,13,20,21,59,46,23,2.23,5.52,8.22,2,4,6,128
36,16.77,89.81,4.22,5.46,183,23,8,14,38,123,5,3,2.63,0.59,1.0,2,3,0,131
37,11.77,67.72,8.46,4.92,110,14,6,29,4,58,27,9,1.96,3.52,2.99,2,3,2,94
38,16.48,21.1,0.99,1.31,47,3,4,3,9,30,1,0,0.85,0.14,0.0,1,0,0,31
39,16.27,168.55,18.67,12.37,285,40,13,32,34,148,70,15,5.59,8.08,4.99,5,8,5,233
40,11.84,57.92,6.83,3.99,114,7,5,15,12,51,15,11,1.54,2.09,3.21,1,0,2,77
41,11.0,98.89,10.76,6.85,178,16,11,22,21,91,27,14,2.98,3.7,4.09,3,2,4,132
42,14.73,120.55,13.16,8.5,194,26,9,40,19,114,39,12,3.78,5.25,4.13,4,6,4,165
43,16.63,173.29,22.08,11.9,295,41,15,49,30,148,62,26,5.04,7.86,9.18,3,6,5,236
44,10.75,95.36,9.63,6.35,169,19,9,14,15,89,34,9,2.72,4.27,2.64,7,4,1,132
45,20.2,303.74,37.37,20.88,578,75,28,31,52,281,87,44,8.99,10.3,18.09,12,9,21,412
46,13.68,107.06,9.62,6.57,175,34,11,17,20,106,25,13,3.04,2.88,3.69,4,5,6,144
47,14.28,9.8,0.27,0.55,20,1,0,0,0,15,0,0,0.27,0.0,0.0,0,0,0,15
48,20.38,104.26,3.96,6.15,236,25,5,23,45,144,4,3,2.7,0.52,0.74,2,0,1,151
49,15.12,39.78,1.55,2.26,84,7,3,8,16,56,2,0,1.26,0.29,0.0,1,1,0,58
50,17.36,110.33,4.06,6.08,246,17,12,20,36,155,6,2,2.88,0.71,0.48,2,0,0,163
51,15.31,134.85,16.21,9.72,226,40,13,47,30,108,52,17,3.84,6.26,6.11,3,9,6,177
52,17.23,102.25,3.97,5.89,201,26,7,13,33,142,7,0,3.08,0.89,0.0,4,0,0,149
53,12.71,107.27,12.57,8.05,185,19,15,22,18,86,42,14,3.19,5.36,4.02,2,4,3,142
54,15.63,177.57,20.54,12.77,306,34,29,45,20,163,65,20,5.37,7.99,7.18,3,5,5,248
55,18.65,66.26,3.88,3.95,158,17,5,18,29,80,14,1,1.95,1.72,0.21,2,2,0,95
56,14.33,59.89,6.39,4.18,104,14,9,23,13,47,28,6,1.45,3.37,1.57,2,2,0,81
57,13.53,71.9,2.94,4.22,153,12,6,15,17,95,5,2,1.88,0.59,0.46,2,0,0,102
58,19.38,114.23,17.71,9.65,190,38,10,47,22,69,56,27,2.57,6.83,8.31,5,6,6,152
59,19.78,59.09,2.86,3.57,156,24,5,18,43,81,4,2,1.77,0.42,0.68,1,0,0,87
60,22.39,330.69,45.31,26.02,529,153,27,82,77,243,157,41,9.16,18.81,17.34,18,25,21,441
61,13.65,134.16,14.32,9.73,238,32,10,22,19,117,49,14,4.26,5.94,4.13,5,4,3,180
62,23.02,117.61,5.82,7.36,256,27,3,34,85,159,10,4,3.58,1.09,1.16,2,1,3,173
63,13.64,133.49,14.59,9.34,249,30,10,25,38,116,52,12,3.64,6.84,4.11,5,7,5,180
64,18.69,120.57,6.06,6.84,268,21,12,31,57,162,8,4,3.78,1.09,1.2,10,3,1,174
65,14.65,87.8,11.31,6.81,159,43,11,26,15,78,31,12,3.0,3.69,4.63,6,7,4,121
66,23.72,196.06,9.41,12.05,397,49,15,48,79,269,12,3,6.64,1.42,1.34,7,0,2,284
67,9.98,71.23,7.65,4.75,112,12,7,14,5,67,19,9,2.1,2.48,3.07,2,3,1,95
68,12.06,30.72,2.48,1.93,58,9,1,9,9,31,6,3,0.97,0.75,0.76,1,0,2,40
69,13.29,14.81,0.77,0.82,31,4,0,4,5,19,2,0,0.46,0.31,0.0,1,0,0,21
70,16.57,136.01,20.33,10.71,224,37,8,33,29,96,58,27,3.08,7.42,9.82,5,4,11,181
71,14.33,123.15,10.96,8.71,251,33,7,37,26,135,28,10,4.53,3.61,2.82,8,3,4,173
72,23.39,197.72,16.17,13.28,376,38,25,29,65,236,31,15,5.64,3.8,6.73,3,4,7,282
73,23.44,188.15,8.39,11.47,413,41,10,40,47,260,12,3,5.93,1.38,1.08,12,0,1,275
74,13.26,112.36,13.89,8.36,183,21,10,19,16,96,34,20,3.63,4.29,5.99,1,4,3,150
75,14.23,11.73,0.56,0.55,28,2,0,2,6,13,3,0,0.19,0.37,0.0,0,1,0,16
76,17.21,138.2,20.81,11.09,239,64,14,40,54,90,73,23,3.18,9.12,8.52,4,15,8,186
77,18.99,253.64,32.78,20.52,397,61,31,44,14,198,97,41,5.06,12.27,15.46,1,9,13,336
78,8.96,35.66,4.17,2.59,61,9,2,14,12,31,12,5,1.34,1.53,1.31,0,1,0,48
79,10.1,40.32,3.98,2.58,72,6,5,14,9,38,11,6,1.01,1.34,1.63,0,0,0,55
80,16.56,163.56,25.61,11.81,274,56,19,22,35,102,80,34,3.7,10.07,11.84,3,14,10,216
81,19.12,194.98,18.04,13.23,359,52,21,24,40,201,55,12,6.0,6.61,5.44,12,5,5,268
82,11.17,91.66,11.95,6.51,150,20,12,43,15,67,39,16,2.33,5.27,4.34,3,6,4,122
83,21.07,63.94,4.72,3.76,145,18,9,43,38,80,5,6,1.91,0.68,2.12,1,1,2,91
84,9.6,36.95,6.81,3.17,61,4,1,11,3,19,20,9,0.74,2.83,3.25,1,2,1,48
85,18.44,217.67,29.32,16.39,418,75,25,48,40,186,76,36,6.79,8.73,13.8,15,8,13,298
86,19.33,89.16,3.55,5.1,211,16,4,13,51,121,9,0,2.54,1.01,0.0,3,3,0,130
87,19.35,83.9,3.73,4.81,175,10,11,9,35,111,7,2,2.49,0.7,0.54,3,0,0,120
88,12.94,110.33,12.88,7.87,175,34,9,32,16,89,50,13,2.99,5.63,4.27,0,6,5,152
89,15.09,91.18,14.92,7.4,150,29,14,18,8,64,41,16,2.53,5.36,7.02,3,2,5,121
90,17.73,37.89,1.6,2.14,103,12,2,14,24,51,3,1,0.99,0.35,0.26,3,1,1,55
91,11.92,121.2,14.17,8.55,189,31,19,24,20,94,51,16,3.34,6.76,4.07,6,8,3,161
92,16.45,35.78,1.18,2.13,72,5,4,3,16,49,2,0,1.0,0.18,0.0,0,0,0,51
93,14.38,111.4,14.43,8.15,197,39,10,21,12,87,50,16,3.03,6.21,5.2,5,8,7,153
94,22.86,87.75,4.26,4.71,180,14,6,27,23,114,9,2,2.35,1.08,0.83,2,0,1,125
95,19.39,341.55,38.86,25.12,600,66,37,58,65,314,110,41,11.35,12.94,14.57,10,19,11,465
96,18.05,226.94,24.46,16.1,411,55,28,35,49,231,61,26,7.74,7.49,9.23,10,6,7,318
97,17.39,248.32,31.16,18.75,437,58,19,38,21,200,107,32,6.54,13.74,10.87,4,14,9,339
98,18.19,68.85,4.68,4.22,160,15,8,14,25,87,10,5,1.97,1.14,1.57,2,1,0,102
99,13.39,6.8,0.15,0.37,21,4,2,2,9,10,0,0,0.15,0.0,0.0,0,0,0,10
100,20.15,94.87,3.22,4.77,189,21,7,29,36,134,1,1,2.77,0.12,0.33,3,0,1,136
101,10.75,71.31,7.59,5.49,122,14,7,24,21,56,29,9,1.8,3.54,2.25,3,1,4,94
102,14.98,45.56,1.88,2.47,100,2,2,10,10,66,1,1,1.16,0.08,0.64,0,0,0,68
103,15.2,197.1,27.12,13.88,331,38,22,36,32,150,80,34,5.43,10.05,11.65,2,8,8,264
104,12.92,36.89,5.7,2.8,57,15,3,12,31,30,15,6,1.41,2.06,2.23,3,2,1,51
105,19.84,87.28,3.97,5.42,219,17,9,38,30,123,4,3,2.66,0.42,0.89,0,0,1,130
106,15.61,14.49,0.54,0.82,30,2,1,7,9,21,0,0,0.54,0.0,0.0,1,0,0,21
107,15.54,80.87,10.3,5.87,150,23,11,22,25,69,31,10,2.66,4.23,3.41,1,6,1,110
108,16.3,104.59,15.86,9.21,178,30,8,45,13,70,46,23,2.55,6.08,7.22,2,5,7,139
109,19.45,132.32,16.3,10.51,227,67,14,35,31,110,59,12,3.95,7.08,5.27,10,11,5,181
110,18.65,194.36,26.94,14.87,342,64,22,42,33,167,65,34,5.19,8.11,13.64,3,9,10,266
111,7.11,8.0,0.53,0.53,15,0,0,0,0,9,2,0,0.34,0.19,0.0,0,0,0,11
112,16.37,80.04,3.77,4.64,181,14,7,21,38,100,12,1,2.22,1.35,0.2,2,1,0,113
113,17.9,223.56,27.18,17.51,364,46,41,37,58,179,88,34,6.22,11.05,9.91,3,9,8,301
114,16.97,182.37,22.47,13.1,311,56,9,30,38,142,78,22,4.97,9.16,8.34,3,12,11,242
115,11.8,76.24,7.85,6.16,126,25,3,16,23,68,28,6,2.76,3.58,1.51,3,3,3,102
116,23.39,135.58,8.43,8.91,261,29,13,21,33,177,8,8,4.41,0.83,3.19,6,0,3,193
117,16.46,36.73,1.23,1.82,78,8,2,11,20,48,4,0,0.78,0.45,0.0,1,1,0,52
118,20.27,151.13,20.48,11.41,257,47,17,31,26,140,53,17,4.9,6.47,9.11,2,6,9,210
119,17.76,153.48,19.75,10.73,259,45,13,32,32,127,62,17,4.5,8.17,7.08,8,10,6,206
120,18.44,249.86,33.01,20.35,436,60,29,29,42,193,108,38,6.27,13.14,13.6,4,15,9,339
121,15.27,69.53,2.88,3.98,169,13,6,14,38,99,2,2,1.98,0.18,0.72,3,0,2,103
122,19.24,80.61,3.98,4.77,166,16,5,21,31,109,10,1,2.38,1.0,0.6,0,1,1,120
123,15.84,22.11,0.88,1.4,50,8,2,8,14,33,0,0,0.88,0.0,0.0,1,0,0,33
124,21.47,136.37,8.04,8.16,286,32,7,29,44,176,15,5,4.46,1.96,1.62,7,0,2,196
125,15.73,132.96,14.36,9.27,228,59,10,50,42,125,36,17,4.51,4.21,5.64,6,4,5,178
126,10.96,92.26,9.53,5.83,169,18,8,18,10,76,40,8,2.45,5.02,2.06,1,4,1,124
127,13.06,60.69,7.88,4.34,108,13,6,24,7,51,22,10,2.11,2.61,3.16,0,4,2,83
128,21.12,82.08,4.2,4.78,164,23,7,43,34,105,11,2,2.44,1.21,0.56,2,0,0,118
129,14.19,78.03,9.32,5.62,144,23,4,23,41,67,33,9,2.44,3.91,2.98,3,5,3,109
130,15.55,57.91,3.64,3.48,128,5,8,25,31,68,12,2,1.56,1.55,0.53,0,0,0,82
131,21.53,82.29,4.84,5.23,178,20,7,47,59,106,11,4,2.29,1.39,1.16,1,1,0,121
132,13.26,124.04,12.15,7.98,223,23,11,21,23,116,36,14,3.68,4.43,4.04,1,3,2,166
133,13.55,18.07,0.51,0.99,48,5,2,5,16,26,1,0,0.43,0.08,0.0,0,0,0,27
134,23.67,151.95,9.75,10.17,335,64,14,50,54,203,16,7,5.67,1.67,2.41,11,3,0,226
135,23.22,252.27,12.08,16.19,554,61,25,55,52,333,29,4,7.25,3.28,1.55,11,5,2,366
136,13.98,87.54,12.2,6.69,151,26,10,26,30,68,38,13,2.89,5.06,4.25,1,3,8,119
137,12.17,69.19,5.79,4.65,140,16,7,12,11,76,16,5,2.42,1.79,1.58,2,2,3,97
138,25.17,247.62,17.7,18.25,542,59,25,24,29,301,44,12,9.0,4.93,3.77,11,2,5,357
139,18.53,72.04,3.69,4.59,155,16,10,17,28,96,9,1,2.36,1.11,0.22,3,0,0,106
140,12.18,87.12,9.65,7.67,139,23,8,16,24,68,41,8,2.28,5.11,2.26,2,9,2,117
141,9.01,10.07,1.01,0.75,15,0,0,1,1,7,6,0,0.21,0.8,0.0,0,0,0,13
142,9.88,23.05,2.02,1.69,39,4,3,6,3,22,9,1,0.72,1.06,0.25,0,2,0,32
143,16.2,158.94,19.12,11.67,247,29,20,33,31,125,64,22,4.14,8.03,6.95,4,9,4,211
144,14.06,86.26,10.55,6.46,145,22,6,16,19,70,40,9,2.48,5.26,2.82,0,1,2,119
145,18.16,252.59,22.75,17.56,424,56,25,60,43,251,70,24,7.56,8.45,6.75,8,5,6,345
146,13.51,29.96,1.01,1.7,67,6,2,7,37,44,1,0,0.81,0.2,0.0,0,0,0,45
147,14.95,71.68,8.84,5.17,126,14,4,18,13,60,31,8,2.08,3.62,3.13,1,4,2,99
148,12.57,104.45,12.11,7.41,184,19,20,29,27,82,45,13,2.4,5.53,4.19,3,1,4,140
149,14.42,135.48,17.25,8.85,238,30,9,40,30,108,58,18,3.56,7.48,6.21,3,6,4,184
150,8.38,14.21,0.89,0.82,27,3,0,4,5,15,4,0,0.4,0.5,0.0,0,2,0,19
151,17.24,176.52,20.83,14.9,309,55,16,23,21,167,56,20,5.65,6.88,8.3,5,5,8,243
152,21.3,98.57,3.79,5.27,215,13,11,13,34,134,5,2,2.38,0.57,0.84,0,0,1,141
153,20.4,107.89,7.47,6.69,206,23,7,22,42,128,18,6,3.47,2.28,1.72,4,0,3,152
154,24.97,160.57,9.33,10.38,355,41,14,19,65,198,25,5,4.68,3.11,1.54,7,2,2,228
155,19.25,74.79,3.76,4.61,161,25,3,42,38,96,12,1,2.2,1.33,0.23,5,4,0,109
156,24.86,154.53,9.0,10.2,374,41,12,47,84,205,13,7,4.83,1.46,2.71,4,5,3,225
157,7.45,9.78,0.85,0.71,20,2,1,3,0,11,2,1,0.29,0.33,0.23,0,0,0,14
158,14.22,125.81,19.55,8.99,192,35,12,33,24,91,55,20,2.67,7.3,9.57,3,6,7,166
159,10.27,24.34,2.04,1.74,47,4,2,3,7,25,7,1,0.81,0.92,0.32,1,1,1,33
160,13.55,118.92,16.0,10.04,197,26,7,8,19,82,56,21,2.63,6.67,6.7,2,4,7,159
161,21.95,112.69,5.87,7.02,240,43,4,61,68,148,13,3,3.28,1.69,0.91,5,2,2,164
162,16.0,195.99,19.95,14.21,337,40,18,58,49,174,57,28,5.17,6.85,7.93,5,10,5,259
163,10.51,57.8,5.87,3.62,101,4,4,18,12,61,12,6,2.06,1.63,2.18,0,0,1,79
164,20.58,102.39,5.9,6.08,216,24,9,25,43,135,8,6,3.0,1.05,1.85,1,0,0,149
165,19.96,265.13,30.49,18.82,440,91,15,57,67,265,75,28,9.15,8.89,12.45,14,13,12,368
166,10.46,52.94,5.28,3.39,98,14,5,13,14,54,13,7,1.86,1.54,1.88,4,1,1,74
167,17.47,170.49,21.48,12.53,290,53,21,44,33,156,51,29,5.3,6.48,9.71,6,2,6,236
168,13.35,61.9,7.84,4.54,108,25,7,28,34,46,29,9,1.86,3.56,2.42,5,4,4,84
169,9.52,22.93,1.88,1.22,44,4,0,10,3,27,1,3,0.73,0.15,1.0,1,0,1,31
170,15.76,73.18,3.69,4.11,128,7,7,10,29,93,10,2,1.82,1.32,0.55,2,1,1,105
171,12.25,92.98,10.14,6.11,163,26,7,31,29,75,37,10,2.34,4.75,3.04,0,1,3,122
172,11.25,115.17,12.66,8.31,203,27,11,36,15,103,40,13,3.33,5.36,3.97,7,3,4,156
173,12.9,34.5,4.68,2.68,52,9,7,8,8,24,15,6,1.04,2.02,1.62,0,2,0,45
174,13.33,8.11,0.35,0.52,17,1,2,4,1,11,1,0,0.21,0.14,0.0,0,0,0,12
175,16.65,124.82,16.21,9.43,198,37,7,34,26,93,56,18,3.42,6.75,6.05,5,6,8,167
176,18.53,191.37,22.73,14.3,335,67,11,42,84,162,63,25,5.93,8.1,8.7,6,8,7,250
177,12.7,53.01,7.42,3.91,82,16,10,9,7,37,21,13,1.41,2.71,3.3,0,3,1,71
178,15.94,113.7,13.17,8.13,209,30,8,54,36,102,33,20,3.26,4.14,5.77,5,1,3,155
179,17.12,60.64,2.02,3.36,140,9,3,13,21,88,1,1,1.62,0.1,0.29,3,0,0,90
180,14.59,27.71,0.92,1.43,58,9,3,13,8,40,0,0,0.92,0.0,0.0,1,0,0,40
181,11.52,80.76,8.87,5.62,139,15,9,17,21,63,29,13,1.8,3.44,3.63,0,1,3,105
182,15.23,32.58,1.34,1.86,79,4,2,10,16,45,1,1,0.91,0.1,0.33,0,0,0,47
183,18.76,252.91,28.73,16.64,451,67,19,24,39,219,93,30,6.62,11.76,10.36,10,18,13,342
184,11.87,88.96,13.78,7.98,137,22,17,20,8,59,41,20,2.19,5.1,6.49,3,2,4,120
185,14.77,134.52,15.34,11.19,230,35,17,35,23,114,56,15,3.54,6.9,4.89,5,6,3,185
186,17.56,188.94,28.69,13.96,316,75,16,26,38,146,72,34,5.73,9.36,13.6,12,14,11,252
187,19.71,142.49,16.75,10.6,252,58,17,61,55,130,44,21,5.09,4.97,6.7,9,7,6,195
188,17.77,179.14,20.89,12.98,323,56,15,65,51,171,49,23,5.35,6.24,9.3,6,5,9,243
189,17.37,224.8,26.58,15.71,381,73,20,41,44,191,89,23,7.11,10.82,8.65,8,15,9,303
190,19.39,77.2,3.31,4.29,177,13,8,26,37,106,4,2,2.0,0.56,0.75,5,1,1,112
191,21.11,269.56,35.23,20.85,498,75,25,50,54,233,97,40,8.5,11.75,14.98,10,16,14,370
192,21.22,203.27,21.91,15.97,345,78,26,56,38,183,66,28,6.16,8.03,7.72,8,8,7,277
193,14.05,31.2,1.25,1.84,64,7,2,5,19,41,5,0,0.77,0.48,0.0,0,3,0,46
194,13.26,10.16,0.23,0.54,25,1,1,2,7,15,0,0,0.23,0.0,0.0,1,0,0,15
195,23.38,179.33,8.96,11.28,352,50,12,51,58,230,20,3,5.51,2.42,1.03,6,4,1,253
196,14.97,6.98,0.23,0.46,18,0,0,3,2,11,0,0,0.23,0.0,0.0,0,0,0,11
197,21.02,70.95,3.08,3.87,153,13,5,20,32,99,3,1,1.94,0.38,0.77,3,0,0,103
198,22.18,70.65,4.15,4.23,138,10,7,21,21,93,7,3,2.04,0.88,1.22,2,0,0,103
199,25.66,150.2,6.25,10.55,368,76,10,56,45,202,17,1,4.1,1.72,0.43,4,3,0,220
200,19.61,218.86,17.26,15.84,430,92,20,36,102,247,51,8,8.57,5.76,2.92,17,11,1,306
201,15.66,51.05,2.26,3.19,105,11,5,4,18,67,8,0,1.49,0.77,0.0,2,0,0,75
202,21.1,157.26,6.63,9.19,356,31,13,38,62,215,12,2,4.7,1.49,0.44,2,1,1,229
203,13.31,88.95,2.32,4.64,208,11,8,6,15,130,1,0,2.22,0.09,0.0,6,0,0,131
204,13.95,102.73,14.0,8.12,192,30,9,26,20,76,47,18,2.82,5.56,5.61,4,5,5,141
205,18.56,125.36,4.88,6.78,277,21,11,22,64,172,5,3,3.42,0.6,0.86,3,0,3,180
206,22.06,150.93,9.5,9.71,287,42,14,25,57,189,18,9,4.36,1.99,3.15,6,2,3,216
207,11.28,52.85,5.88,3.42,87,13,3,30,21,48,22,5,1.58,2.85,1.45,1,3,0,75
208,15.07,109.42,13.35,7.09,183,20,8,30,17,93,30,22,2.41,3.46,7.48,2,4,5,145
209,9.27,40.66,5.64,3.23,66,3,9,5,0,35,15,5,1.02,2.2,2.42,0,0,1,55
210,14.99,90.78,9.54,6.83,153,21,10,27,25,83,32,9,2.82,4.02,2.71,2,2,3,124
211,10.89,57.88,5.91,3.63,101,9,3,9,9,53,17,8,1.57,2.0,2.33,0,2,4,78
212,26.23,133.69,7.67,9.71,290,52,14,22,59,175,19,5,3.84,2.01,1.82,5,2,2,199
213,18.61,270.77,33.2,20.85,443,62,31,38,38,219,107,36,6.58,13.68,12.94,6,6,10,362
214,16.99,163.02,16.19,11.77,264,29,15,27,20,148,51,19,4.21,6.38,5.6,3,5,2,218
215,16.58,87.82,14.63,6.95,138,25,5,45,17,45,47,25,1.83,5.71,7.1,2,4,4,117
216,13.1,49.5,4.76,3.27,82,7,2,16,14,51,9,7,1.91,1.01,1.84,2,1,0,67
217,9.84,14.85,0.82,0.88,37,4,2,1,7,19,1,1,0.39,0.18,0.25,0,0,1,21
218,18.65,184.2,30.52,14.38,306,64,12,92,48,130,76,39,5.36,9.32,15.84,4,8,18,245
219,12.74,69.51,10.93,5.47,118,17,6,29,15,53,29,15,2.11,3.72,5.1,0,1,3,97
220,16.77,116.39,5.03,6.98,273,21,8,29,48,163,5,2,3.51,0.59,0.92,5,0,1,170
221,13.52,108.72,14.32,8.01,174,24,9,35,22,79,51,17,2.75,6.2,5.36,1,6,5,147
222,14.64,17.82,0.41,0.99,54,4,2,4,9,27,0,0,0.41,0.0,0.0,1,0,0,27
223,15.6,56.31,2.8,3.06,115,18,2,10,25,76,3,2,1.66,0.38,0.76,5,2,1,81
224,15.65,132.99,19.91,10.45,209,36,21,28,24,91,60,31,3.25,7.37,9.28,2,6,5,182
225,15.11,163.85,15.42,11.84,280,46,18,46,37,189,30,15,6.62,3.3,5.5,7,4,6,234
226,10.62,51.51,5.21,3.49,79,12,4,4,7,47,14,7,1.52,1.77,1.92,5,0,2,68
227,20.21,237.94,30.95,18.67,386,45,19,28,25,185,94,37,5.22,12.01,13.71,4,15,7,316
228,16.56,114.26,18.05,8.9,189,29,14,40,15,74,59,22,2.87,7.13,8.05,1,5,5,155
229,13.24,104.53,11.12,7.65,174,25,11,24,8,93,41,8,3.66,5.2,2.26,1,4,2,142
230,13.59,58.28,6.96,4.24,103,13,5,17,14,47,21,11,1.53,2.64,2.78,2,2,3,79
231,23.8,114.95,8.36,7.04,228,35,10,25,52,133,19,8,3.69,2.4,2.27,1,3,0,160
232,20.13,285.32,30.23,20.33,545,113,29,57,98,265,109,22,9.18,12.94,8.11,10,11,9,396
233,9.11,65.95,8.74,4.86,107,12,11,17,14,48,27,10,1.9,3.44,3.4,3,1,1,85
234,11.83,110.35,13.68,8.37,191,19,16,46,15,90,46,15,3.34,5.99,4.35,5,1,4,151
235,17.86,98.31,5.42,5.78,172,23,4,20,47,119,15,3,2.89,1.86,0.68,1,3,1,137
236,13.27,4.09,0.15,0.35,13,1,0,2,8,6,0,0,0.15,0.0,0.0,0,0,0,6
237,10.33,65.74,6.18,4.27,109,10,5,23,16,59,23,8,1.48,2.79,1.91,2,1,1,90
238,25.8,181.95,15.03,13.38,378,73,16,45,61,221,31,15,5.89,3.76,5.38,6,6,3,267
239,20.38,209.71,9.65,14.27,481,49,13,39,49,292,11,6,6.58,1.15,1.91,10,2,1,309
240,10.4,17.18,1.55,1.19,33,6,0,7,5,18,5,1,0.61,0.66,0.28,2,0,0,24
241,20.82,158.53,12.94,10.58,334,41,13,32,55,199,17,14,5.24,1.96,5.74,5,3,5,230
242,20.13,87.83,4.21,4.74,192,15,6,20,39,109,14,1,2.17,1.74,0.31,1,0,0,124
243,14.84,121.81,12.48,8.06,203,27,13,19,32,116,29,17,3.27,3.66,5.54,1,7,5,162
244,21.65,103.48,4.57,5.69,230,21,11,31,38,143,7,2,2.95,1.01,0.61,5,0,1,152
245,19.69,109.01,6.5,6.6,228,18,15,33,55,135,12,7,2.82,1.6,2.08,1,2,1,154
246,18.83,87.66,4.8,4.97,174,16,6,28,21,113,11,3,2.45,1.34,1.02,1,2,0,127
247,12.33,15.79,0.67,0.95,34,2,0,6,7,21,2,0,0.44,0.23,0.0,2,0,0,23
248,14.68,180.2,18.25,12.63,312,45,10,30,35,159,70,14,5.74,8.21,4.31,8,8,6,243
249,10.93,103.8,10.69,7.39,167,14,10,18,12,88,42,10,2.96,5.2,2.53,4,4,2,140
250,15.52,43.91,2.18,2.53,83,7,4,4,14,56,6,1,1.11,0.82,0.26,2,0,0,63
251,20.12,200.52,23.29,14.18,358,61,15,34,26,188,61,23,6.53,7.62,9.13,12,10,9,272
252,13.88,64.39,8.43,4.8,111,14,10,23,20,51,23,12,1.7,3.07,3.66,1,1,4,86
253,11.03,99.32,9.62,6.98,175,27,13,20,18,97,30,9,3.05,3.72,2.85,4,3,2,136
254,10.42,30.27,3.66,1.9,49,13,3,7,13,24,13,4,0.68,1.56,1.42,2,2,1,41
